177702855.3504,125923821535.99667,-84034220272.76843,1323788.0349411964,19086.010636333398,26898.52264906717,1782.30316944603
196318455.3504,-97681370460.80745,222061362530.41028,7052424303.945729,-19923.688987437443,-5802.142841864135,-858.9033053570026
177702855.3504,125923821535.99667,-84034220272.76843,1323788.0349411964,19086.010636333398,26898.52264906717,1782.30316944603
196318455.3504,1.076366879259525e+33,2.6909171981488126e+32,-1.0629648502452019e+32,5.782069228278646e+25,1.4455173070696615e+25,-5.710075690524201e+24
177706455.3504,125992499957.89088,-83937364771.01625,7740078.586746216,19068.666812963376,26910.087082497936,1782.302545425926
196314855.3504,65968573320.650276,-40155963488.7046,-40765360721.88553,-32540.564858863163,22234.15850343052,-7122.102184194191
177875655.3504,129149435623.69162,-79339109025.43184,309246499.7397642,18244.45036597348,27437.551962790385,1781.2791182883013
196145655.3504,-97496891083.25092,218022613264.38202,6640884559.446816,-20074.705176348176,-6137.119923885403,-856.6043173362295
177875655.3504,129149435623.69162,-79339109025.43184,309246499.7397642,18318.515237600368,27493.1357042354,1825.4460292221938
179704455.3504,153861137940.84836,-25286809654.136307,3481278609.7712426,8627.105184650167,31007.820883166245,1645.5811715457603
185183635.715712,130284477275.0977,132846190917.21594,9883671666.329472,-14596.231904318109,23425.535615601606,615.1810917210324
187012435.715712,99689542147.23225,170981395527.90552,10679990230.404577,-18565.809622379085,18222.97316767712,262.05863920117383
196145655.3504,-94189297758.23338,223011180363.0569,7202930269.320942,-20074.398001001333,-5301.376018694046,-800.5351066970214
196147430.80704,-94305616955.49493,223059251806.3901,7192154408.684359,-20091.629330211006,-5293.016830985346,-802.622325618118
